,dataset,folder,cell_type
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,M2 Macrophage
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Medullary Fibroblast
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Mesangial
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Non-classical monocyte
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Intercalated Type A
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Principal
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Peritubular Capilary Endothelial 
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Plasma
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Podocyte
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Proximal Tubule Epithelial Segment 3
473,HBM987.ZCTQ.736.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Afferent / Efferent Arteriole Endothelial
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Classical Dendritic
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Connecting Tubule Intercalated Type A
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Connecting Tubule Principal
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Cortical Collecting Duct Intercalated Type A
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Cortical Vascular Smooth Muscle / Pericyte
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Descending Vasa Recta Endothelial 
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 2
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Glomerular Capillary Endothelial
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Intercalated Type B
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Lymphatic Endothelial
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,M2 Macrophage
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Macula Densa
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Mast
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Medullary Fibroblast
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Mesangial
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Monocyte-derived
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Natural Killer T
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Non-classical monocyte
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Intercalated Type A
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Principal
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Papillary Tip Epithelial
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Peritubular Capilary Endothelial 
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Plasma
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Proximal Tubule Epithelial Segment 2
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Renin-positive Juxtaglomerular Granular
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Schwann / Neural
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,T
474,HBM688.FLJB.475.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Afferent / Efferent Arteriole Endothelial
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,B
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Classical Dendritic
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Connecting Tubule Intercalated Type A
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Connecting Tubule Principal
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Cortical Collecting Duct Intercalated Type A
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Cortical Vascular Smooth Muscle / Pericyte
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Descending Vasa Recta Endothelial 
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 2
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Glomerular Capillary Endothelial
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Intercalated Type B
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Lymphatic Endothelial
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,M2 Macrophage
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Macula Densa
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Mast
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Medullary Fibroblast
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Medullary Thick Ascending Limb
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Mesangial
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Monocyte-derived
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Intercalated Type A
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Principal
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Papillary Tip Epithelial
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Plasma
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Podocyte
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Proximal Tubule Epithelial Segment 2
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Renin-positive Juxtaglomerular Granular
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Schwann / Neural
475,HBM495.ZFDT.229.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Afferent / Efferent Arteriole Endothelial
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Ascending Thin Limb
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Classical Dendritic
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Connecting Tubule Intercalated Type A
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Cortical Vascular Smooth Muscle / Pericyte
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Cycling Mononuclear Phagocyte
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 2
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Descending Vasa Recta Endothelial 
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 1
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Intercalated Type B
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Lymphatic Endothelial
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,M2 Macrophage
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Mast
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Mesangial
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Monocyte-derived
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Non-classical monocyte
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Peritubular Capilary Endothelial 
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Podocyte
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Renin-positive Juxtaglomerular Granular
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,T
476,HBM537.SKND.632.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Afferent / Efferent Arteriole Endothelial
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,B
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Classical Dendritic
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Connecting Tubule Intercalated Type A
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Cortical Collecting Duct Intercalated Type A
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Cortical Vascular Smooth Muscle / Pericyte
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Descending Vasa Recta Endothelial 
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 2
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Glomerular Capillary Endothelial
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Intercalated Type B
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Lymphatic Endothelial
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,M2 Macrophage
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Macula Densa
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Mast
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Medullary Fibroblast
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Medullary Thick Ascending Limb
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Mesangial
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Natural Killer T
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Intercalated Type A
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Principal
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Papillary Tip Epithelial
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Peritubular Capilary Endothelial 
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Plasma
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Podocyte
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Proximal Tubule Epithelial Segment 2
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Renin-positive Juxtaglomerular Granular
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Schwann / Neural
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,T
477,HBM996.XSNK.694.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
478,HBM494.MQQL.234.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
478,HBM494.MQQL.234.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
478,HBM494.MQQL.234.csv,Kidney_HuBMAP_Portal,Descending Vasa Recta Endothelial 
478,HBM494.MQQL.234.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 1
478,HBM494.MQQL.234.csv,Kidney_HuBMAP_Portal,M2 Macrophage
478,HBM494.MQQL.234.csv,Kidney_HuBMAP_Portal,Medullary Thick Ascending Limb
478,HBM494.MQQL.234.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Afferent / Efferent Arteriole Endothelial
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,B
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Classical Dendritic
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Connecting Tubule Intercalated Type A
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Connecting Tubule Principal
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Cortical Collecting Duct Intercalated Type A
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Cortical Vascular Smooth Muscle / Pericyte
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Cycling Mononuclear Phagocyte
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Descending Vasa Recta Endothelial 
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 2
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Glomerular Capillary Endothelial
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Intercalated Type B
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Lymphatic Endothelial
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,M2 Macrophage
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Macula Densa
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Mast
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Medullary Fibroblast
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Medullary Thick Ascending Limb
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Mesangial
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Monocyte-derived
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Neutrophil
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Non-classical monocyte
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Intercalated Type A
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Papillary Tip Epithelial
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Peritubular Capilary Endothelial 
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Proximal Tubule Epithelial Segment 2
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Renin-positive Juxtaglomerular Granular
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Schwann / Neural
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,T
479,HBM476.VHDB.268.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Ascending Thin Limb
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Cortical Collecting Duct Principal
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 2
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 1
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Fibroblast
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Glomerular Capillary Endothelial
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Intercalated Type B
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,M2 Macrophage
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Macula Densa
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Medullary Thick Ascending Limb
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Mesangial
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Papillary Tip Epithelial
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Peritubular Capilary Endothelial 
480,HBM837.HQNL.776.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Afferent / Efferent Arteriole Endothelial
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Ascending Thin Limb
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,B
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Cortical Collecting Duct Principal
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Descending Vasa Recta Endothelial 
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 1
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Lymphatic Endothelial
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Mast
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Medullary Fibroblast
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Monocyte-derived
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Natural Killer T
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Non-classical monocyte
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Plasma
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Schwann / Neural
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,T
481,HBM994.XRGN.328.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Afferent / Efferent Arteriole Endothelial
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,B
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Cortical Vascular Smooth Muscle / Pericyte
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 1
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Fibroblast
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Glomerular Capillary Endothelial
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Intercalated Type B
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Lymphatic Endothelial
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,M2 Macrophage
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Macula Densa
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Medullary Fibroblast
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Mesangial
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Monocyte-derived
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Natural Killer T
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Non-classical monocyte
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Principal
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Plasma
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Renin-positive Juxtaglomerular Granular
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,T
482,HBM865.TRVX.355.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Afferent / Efferent Arteriole Endothelial
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,B
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Classical Dendritic
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Connecting Tubule Intercalated Type A
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Connecting Tubule Principal
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Cortical Collecting Duct Intercalated Type A
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Cortical Vascular Smooth Muscle / Pericyte
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Descending Vasa Recta Endothelial 
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 2
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Glomerular Capillary Endothelial
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Intercalated Type B
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Lymphatic Endothelial
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,M2 Macrophage
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Macula Densa
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Mast
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Medullary Fibroblast
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Medullary Thick Ascending Limb
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Mesangial
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Monocyte-derived
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Neutrophil
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Non-classical monocyte
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Intercalated Type A
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Principal
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Papillary Tip Epithelial
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Peritubular Capilary Endothelial 
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Plasma
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Podocyte
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Schwann / Neural
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,T
483,HBM332.KQWB.454.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Cortical Collecting Duct Principal
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Cortical Vascular Smooth Muscle / Pericyte
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 1
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 2
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Descending Vasa Recta Endothelial 
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 1
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Lymphatic Endothelial
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,M2 Macrophage
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Mesangial
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Peritubular Capilary Endothelial 
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Podocyte
484,HBM349.BJZL.272.csv,Kidney_HuBMAP_Portal,Schwann / Neural
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Afferent / Efferent Arteriole Endothelial
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,B
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Connecting Tubule Principal
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Cortical Collecting Duct Intercalated Type A
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Cortical Vascular Smooth Muscle / Pericyte
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 2
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Fibroblast
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Glomerular Capillary Endothelial
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Intercalated Type B
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Lymphatic Endothelial
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Medullary Fibroblast
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Mesangial
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Intercalated Type A
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Outer Medullary Collecting Duct Principal
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Parietal Epithelial
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Proximal Tubule Epithelial Segment 1
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,T
485,HBM786.HSRC.868.csv,Kidney_HuBMAP_Portal,Vascular Smooth Muscle / Pericyte
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Ascending Thin Limb
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Ascending Vasa Recta Endothelial
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Connecting Tubule Principal
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Cortical Collecting Duct Principal
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Cortical Vascular Smooth Muscle / Pericyte
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Descending Thin Limb Type 3
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Distal Convoluted Tubule Type 2
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Intercalated Type B
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Medullary Fibroblast
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Mesangial
486,HBM532.RKTB.483.csv,Kidney_HuBMAP_Portal,Monocyte-derived
